age,gender,race,highest_grade,tertiary_edu,province_current,province_moved,province_before,province_during
45.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
51.0,Woman,African/Black,Grade 7,,Limpopo,No,,
34.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
31.0,Man,African/Black,Grade 11,No,Limpopo,No,,
33.0,Man,African/Black,Grade 12,No,Limpopo,No,,
65.0,Man,African/Black,Grade 7,,Limpopo,No,,
33.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
41.0,Man,African/Black,Grade 11,No,Limpopo,No,,
37.0,Woman,African/Black,Grade 11,Yes,Limpopo,No,,
32.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
31.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
36.0,Man,African/Black,Grade 11,Yes,Limpopo,No,,
38.0,Woman,African/Black,Grade 10,No,Limpopo,No,,
38.0,Woman,African/Black,Grade 11,No,Free State,No,,
29.0,Woman,African/Black,Grade 11,No,Free State,No,,
60.0,Woman,African/Black,NCV 4,No,Free State,No,,
36.0,Man,African/Black,Grade 12,Yes,Free State,No,,
39.0,Man,African/Black,Grade 12,Yes,Free State,No,,
38.0,Woman,African/Black,Grade 12,No,Free State,No,,
50.0,Woman,African/Black,Grade 8,,Free State,No,,
68.0,Woman,African/Black,Grade 6,,Free State,No,,
66.0,Woman,African/Black,Grade 10,No,Free State,No,,
52.0,Woman,African/Black,Grade 3,,Free State,No,,
75.0,Man,African/Black,Grade 7,,Free State,No,,
32.0,Woman,African/Black,Grade 10,No,Free State,No,,
59.0,Man,African/Black,Grade 6,,Free State,No,,
30.0,Man,African/Black,Grade 10,No,Free State,No,,
45.0,Woman,African/Black,Grade 6,,Free State,No,,
34.0,Woman,African/Black,Grade 12,No,Free State,No,,
37.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
39.0,Man,African/Black,Grade 12,No,Free State,No,,
43.0,Woman,African/Black,Grade 12,No,Free State,No,,
48.0,Man,African/Black,Grade 12,Yes,Free State,No,,
36.0,Woman,African/Black,Grade 10,No,Free State,No,,
41.0,Woman,African/Black,Grade 11,No,Free State,No,,
35.0,Man,African/Black,Grade 10,No,Free State,No,,
45.0,Woman,African/Black,Grade 9,No,Free State,No,,
68.0,Man,African/Black,Grade 7,,Free State,No,,
34.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
58.0,Woman,African/Black,Grade 7,,Free State,No,,
60.0,Man,African/Black,None,,Free State,No,,
34.0,Man,African/Black,Grade 12,Yes,Free State,No,,
35.0,Woman,African/Black,Grade 9,No,Free State,No,,
50.0,Woman,African/Black,Grade 12,No,North West,No,,
72.0,Woman,African/Black,NCV 4,No,Limpopo,No,,
35.0,Woman,African/Black,Grade 12,No,Limpopo,Yes,Gauteng,Limpopo
43.0,Woman,African/Black,Grade 11,Yes,Gauteng,No,,
31.0,Man,African/Black,Grade 11,No,Mpumalanga,No,,
48.0,Woman,African/Black,Grade 7,,Limpopo,No,,
43.0,Woman,African/Black,Grade 9,No,Limpopo,No,,
35.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
61.0,Man,African/Black,Grade 7,,Limpopo,No,,
43.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
40.0,Woman,African/Black,Grade 12,No,Gauteng,Yes,Gauteng,Gauteng
76.0,Woman,African/Black,Grade 1,,Limpopo,No,,
36.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
32.0,Man,African/Black,Grade 11,No,Limpopo,Yes,Gauteng,Limpopo
76.0,Man,African/Black,Grade 2,,North West,No,,
48.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
,Woman,African/Black,None,,Limpopo,No,,
41.0,Man,African/Black,Grade 9,No,Limpopo,No,,
35.0,Woman,African/Black,Grade 10,No,Gauteng,No,,
34.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
64.0,Woman,African/Black,Grade 5,,Limpopo,No,,
32.0,Man,African/Black,Grade 10,No,Limpopo,Yes,Outside of South Africa,Outside of South Africa
33.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
30.0,Man,African/Black,Grade 12,No,Gauteng,No,,
36.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
30.0,Woman,African/Black,Grade 11,Yes,Limpopo,No,,
32.0,Man,African/Black,Grade 11,No,Gauteng,No,,
42.0,Woman,African/Black,Grade 10,No,Limpopo,No,,
56.0,Woman,African/Black,Grade 2,,Limpopo,No,,
38.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
31.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
64.0,Woman,African/Black,Grade 7,,Limpopo,No,,
48.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
56.0,Woman,African/Black,Grade 7,,Limpopo,No,,
,Woman,African/Black,None,,Limpopo,No,,
33.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
32.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
30.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
102.0,Woman,African/Black,None,,Limpopo,No,,
41.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
36.0,Woman,African/Black,Grade 10,No,Limpopo,No,,
31.0,Man,African/Black,Grade 9,No,Limpopo,No,,
28.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
31.0,Man,African/Black,Grade 12,No,Gauteng,Yes,Eastern Cape,Gauteng
30.0,Man,African/Black,Grade 11,No,Limpopo,Yes,Limpopo,Limpopo
28.0,Man,African/Black,Grade 11,No,Gauteng,No,,
38.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
34.0,Man,African/Black,Grade 10,Yes,Limpopo,No,,
29.0,Man,African/Black,Grade 10,No,Limpopo,No,,
33.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
30.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
,Man,African/Black,Grade 12,No,Limpopo,No,,
28.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
51.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
45.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
47.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
40.0,Woman,African/Black,Grade 7,,Limpopo,No,,
,Man,African/Black,Grade 6,,Limpopo,No,,
44.0,Woman,African/Black,Grade 12,Yes,Gauteng,Yes,Limpopo,Limpopo
38.0,Man,African/Black,Grade 11,Yes,Mpumalanga,No,,
35.0,Woman,African/Black,Grade 5,,Limpopo,No,,
,Woman,African/Black,Grade 7,,North West,No,,
47.0,Woman,African/Black,Grade 11,No,Mpumalanga,No,,
63.0,Woman,African/Black,Grade 8,,Gauteng,No,,
46.0,Woman,African/Black,Grade 6,,Free State,No,,
35.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
36.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,Yes,Limpopo,Limpopo
63.0,Woman,African/Black,Grade 10,No,North West,No,,
38.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
32.0,Man,African/Black,Grade 10,Yes,Gauteng,No,,
37.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
45.0,Woman,African/Black,Grade 12,No,Free State,Yes,Free State,Free State
79.0,Man,African/Black,Grade 6,,Mpumalanga,No,,
33.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
45.0,Woman,African/Black,Grade 7,,Mpumalanga,No,,
45.0,Woman,African/Black,Grade 10,No,Mpumalanga,No,,
58.0,Woman,African/Black,Grade 8,,Mpumalanga,No,,
48.0,Woman,African/Black,Grade 11,No,Mpumalanga,No,,
34.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
45.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
54.0,Man,African/Black,Grade 7,,Mpumalanga,No,,
48.0,Man,African/Black,Grade 9,No,Mpumalanga,No,,
38.0,Woman,African/Black,Grade 11,No,Mpumalanga,No,,
62.0,Woman,African/Black,Grade 9,No,Eastern Cape,No,,
29.0,Man,African/Black,Grade 11,Yes,Mpumalanga,No,,
36.0,Man,African/Black,Grade 11,Yes,Mpumalanga,No,,
48.0,Woman,African/Black,Grade 10,No,Mpumalanga,No,,
31.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
33.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,No,,
35.0,Woman,African/Black,Grade 11,No,Mpumalanga,No,,
86.0,Woman,African/Black,Grade 5,,Mpumalanga,No,,
40.0,Man,African/Black,Grade 10,No,North West,No,,
70.0,Woman,African/Black,Grade 7,,North West,No,,
66.0,Woman,African/Black,Grade 5,,Limpopo,No,,
33.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
33.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
32.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
33.0,Man,African/Black,Grade 10,No,Limpopo,No,,
35.0,Man,African/Black,Grade 12,Yes,Gauteng,Yes,Gauteng,Gauteng
65.0,Woman,African/Black,Grade 3,,Limpopo,No,,
40.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
66.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
34.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
44.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
29.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
37.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
64.0,Woman,African/Black,Grade 8,,Limpopo,No,,
55.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
35.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
32.0,Man,African/Black,Grade 12,Yes,Limpopo,Yes,Limpopo,Limpopo
28.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
63.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
31.0,Man,African/Black,Grade 12,No,Limpopo,Yes,Limpopo,Gauteng
41.0,Woman,African/Black,NCV 2,No,Gauteng,No,,
45.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
37.0,Man,African/Black,Grade 11,No,Limpopo,No,,
35.0,Woman,African/Black,Grade 12,Yes,Gauteng,Yes,Gauteng,Gauteng
85.0,Woman,African/Black,Grade 2,,Limpopo,No,,
35.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
35.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
27.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
30.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
31.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
28.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
32.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
31.0,Man,African/Black,Grade 11,No,Gauteng,No,,
37.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
35.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
32.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,No,,
36.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
22.0,Man,African/Black,Grade 12,Yes,Mpumalanga,Yes,Mpumalanga,Mpumalanga
50.0,Woman,African/Black,Grade 6,,Eastern Cape,No,,
55.0,Woman,African/Black,Grade 4,,Free State,No,,
44.0,Man,African/Black,Grade 11,No,Free State,No,,
47.0,Woman,African/Black,Grade 5,,Free State,No,,
45.0,Woman,African/Black,Grade 12,No,Free State,No,,
46.0,Woman,African/Black,Grade 12,No,Free State,No,,
43.0,Woman,African/Black,Grade 12,No,Free State,No,,
,Man,African/Black,Grade 12,No,Free State,No,,
41.0,Woman,African/Black,Grade 12,No,Free State,No,,
57.0,Woman,African/Black,Grade 1,,Free State,No,,
39.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
45.0,Woman,African/Black,Grade 11,No,North West,No,,
41.0,Man,African/Black,Grade 12,Yes,KwaZulu-Natal,Yes,Mpumalanga,Mpumalanga
31.0,Man,African/Black,Grade 10,Yes,Free State,No,,
34.0,Woman,African/Black,Grade 12,No,Free State,No,,
58.0,Woman,African/Black,Grade 10,No,Gauteng,No,,
46.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
38.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
34.0,Man,African/Black,,,Mpumalanga,No,,
48.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
65.0,Man,African/Black,Grade 12,No,Gauteng,Yes,North West,Gauteng
38.0,Man,African/Black,Grade 11,No,Gauteng,No,,
28.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
36.0,Man,African/Black,Grade 11,No,Mpumalanga,No,,
37.0,Man,African/Black,Grade 10,No,Mpumalanga,No,,
36.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
30.0,Woman,African/Black,Grade 12,No,North West,No,,
48.0,Man,African/Black,Grade 2,,North West,No,,
53.0,Man,African/Black,Grade 10,No,Mpumalanga,No,,
39.0,Woman,African/Black,Grade 10,No,Mpumalanga,No,,
28.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
65.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
30.0,Man,African/Black,Grade 11,No,Limpopo,No,,
40.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
31.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
58.0,Woman,African/Black,None,,Limpopo,No,,
55.0,Woman,African/Black,Grade 3,,Limpopo,No,,
32.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
36.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
46.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
,Woman,African/Black,,,Limpopo,No,,
58.0,Woman,African/Black,Grade 3,,Limpopo,No,,
76.0,Woman,White,Grade 10,No,Gauteng,No,,
33.0,Woman,African/Black,Grade 9,No,KwaZulu-Natal,No,,
49.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
30.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
53.0,Man,African/Black,Grade 12,No,Limpopo,No,,
30.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
38.0,Man,African/Black,Grade 11,No,Limpopo,No,,
,Woman,African/Black,Grade 11,Yes,Gauteng,No,,
27.0,Man,African/Black,Grade 9,No,Limpopo,No,,
31.0,Man,African/Black,Grade 11,No,Limpopo,No,,
47.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
45.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
49.0,Man,African/Black,Grade 11,No,Limpopo,No,,
39.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
,Woman,African/Black,Grade 7,,North West,No,,
72.0,Man,African/Black,Grade 0,,Limpopo,No,,
65.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
58.0,Woman,African/Black,None,,Mpumalanga,No,,
49.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
34.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
35.0,Man,African/Black,Grade 12,No,Gauteng,No,,
62.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
33.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
31.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
74.0,Woman,African/Black,Grade 2,,North West,No,,
35.0,Woman,African/Black,Grade 12,Yes,North West,No,,
42.0,Man,African/Black,Grade 12,Yes,North West,No,,
76.0,Man,African/Black,None,,North West,No,,
36.0,Man,African/Black,Grade 11,No,North West,Yes,North West,Gauteng
32.0,Man,African/Black,Grade 12,No,North West,No,,
60.0,Woman,African/Black,Grade 8,,Free State,No,,
45.0,Woman,African/Black,Grade 11,No,Free State,No,,
30.0,Woman,African/Black,Grade 9,No,Gauteng,No,,
40.0,Woman,African/Black,Grade 9,No,North West,Yes,Gauteng,Gauteng
75.0,Woman,African/Black,None,,North West,No,,
47.0,Man,African/Black,Grade 12,Yes,North West,No,,
48.0,Woman,African/Black,Grade 7,,Northern Cape,No,,
44.0,Woman,African/Black,Grade 12,No,North West,No,,
74.0,Man,White,Grade 10,No,Western Cape,Yes,Western Cape,Western Cape
47.0,Man,African/Black,Grade 12,Yes,North West,No,,
57.0,Woman,African/Black,Grade 2,,North West,No,,
37.0,Woman,African/Black,Grade 10,No,North West,No,,
31.0,Woman,African/Black,Grade 12,No,North West,No,,
48.0,Woman,African/Black,Grade 10,No,Northern Cape,No,,
35.0,Man,African/Black,Grade 11,No,Northern Cape,No,,
30.0,Man,African/Black,Grade 12,Yes,Northern Cape,No,,
34.0,Woman,Coloured,Grade 12,No,Northern Cape,No,,
33.0,Woman,African/Black,Grade 12,No,Northern Cape,No,,
47.0,Man,African/Black,Grade 11,No,Northern Cape,No,,
33.0,Woman,African/Black,Grade 12,No,Northern Cape,No,,
53.0,Man,Coloured,Grade 10,No,Northern Cape,No,,
50.0,Man,African/Black,Grade 7,,Northern Cape,No,,
45.0,Man,African/Black,Grade 11,No,Northern Cape,No,,
59.0,Man,Coloured,Grade 4,,Northern Cape,No,,
29.0,Woman,Coloured,Grade 12,No,Northern Cape,No,,
76.0,Woman,African/Black,None,,Northern Cape,No,,
66.0,Man,African/Black,Grade 12,No,Eastern Cape,No,,
49.0,Man,African/Black,Grade 12,No,Gauteng,No,,
44.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
56.0,Man,African/Black,Grade 6,,Gauteng,No,,
67.0,Man,African/Black,Grade 4,,Mpumalanga,No,,
58.0,Woman,African/Black,Grade 11,Yes,North West,No,,
31.0,Man,African/Black,Grade 12,No,North West,No,,
58.0,Man,African/Black,Grade 12,No,North West,No,,
42.0,Woman,African/Black,Grade 11,No,North West,No,,
44.0,Woman,African/Black,Grade 12,No,North West,No,,
31.0,Woman,African/Black,Grade 10,No,North West,No,,
64.0,Woman,African/Black,Grade 10,Yes,North West,No,,
35.0,Woman,African/Black,Grade 12,No,North West,No,,
30.0,Man,African/Black,Grade 12,Yes,North West,No,,
62.0,Man,African/Black,Grade 3,,North West,No,,
50.0,Man,African/Black,Grade 12,Yes,North West,No,,
32.0,Woman,African/Black,Grade 10,No,North West,No,,
58.0,Woman,African/Black,Grade 12,No,North West,No,,
49.0,Woman,African/Black,Grade 12,No,North West,No,,
46.0,Woman,African/Black,Grade 11,No,North West,No,,
40.0,Woman,African/Black,None,,North West,No,,
35.0,Woman,African/Black,Grade 10,No,North West,No,,
39.0,Man,African/Black,Grade 12,No,North West,No,,
28.0,Man,African/Black,Grade 7,,North West,No,,
,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
42.0,Man,African/Black,Grade 10,No,North West,No,,
33.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
78.0,Woman,African/Black,None,,Limpopo,No,,
34.0,Man,African/Black,Grade 12,No,Northern Cape,No,,
29.0,Man,African/Black,Grade 12,No,Gauteng,Yes,,Gauteng
49.0,Woman,African/Black,Grade 11,Yes,Limpopo,No,,
29.0,Man,African/Black,Grade 12,No,Gauteng,No,,
54.0,Woman,African/Black,Grade 12,Yes,North West,Yes,North West,Mpumalanga
39.0,Man,African/Black,Grade 11,No,Limpopo,Yes,Gauteng,Gauteng
32.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
64.0,Woman,African/Black,Grade 2,,Limpopo,Yes,Limpopo,Limpopo
33.0,Woman,African/Black,Grade 12,Yes,North West,No,,
38.0,Woman,African/Black,Grade 10,No,North West,No,,
47.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
50.0,Woman,African/Black,Grade 9,No,Northern Cape,No,,
27.0,Woman,African/Black,Grade 12,Yes,Northern Cape,Yes,Gauteng,Northern Cape
33.0,Man,African/Black,Grade 12,Yes,Gauteng,No,,
60.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
30.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
45.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
64.0,Woman,African/Black,Grade 7,,North West,No,,
33.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
37.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,No,,
36.0,Man,African/Black,Grade 12,Yes,Mpumalanga,No,,
30.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,No,,
44.0,Woman,African/Black,Grade 12,No,Mpumalanga,No,,
66.0,Woman,African/Black,Grade 4,,Free State,No,,
59.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
49.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
43.0,Man,African/Black,Grade 11,No,Free State,No,,
80.0,Woman,Coloured,Grade 8,,Free State,No,,
42.0,Man,African/Black,Grade 12,No,Free State,No,,
66.0,Woman,Coloured,Grade 6,,Free State,No,,
29.0,Woman,African/Black,Grade 12,Yes,Free State,No,,
,Man,African/Black,None,,Free State,No,,
45.0,Woman,African/Black,Grade 12,No,Free State,No,,
34.0,Woman,African/Black,Grade 11,No,Free State,No,,
46.0,Man,African/Black,Grade 12,No,North West,No,,
34.0,Woman,African/Black,Grade 12,No,Eastern Cape,No,,
37.0,Woman,African/Black,Grade 10,No,North West,No,,
38.0,Woman,African/Black,Grade 11,No,North West,No,,
30.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
40.0,Man,African/Black,Grade 10,No,Free State,No,,
54.0,Woman,White,Grade 12,Yes,Free State,No,,
70.0,Woman,African/Black,Grade 10,No,Free State,No,,
40.0,Woman,African/Black,Grade 10,No,Free State,No,,
31.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
36.0,Woman,African/Black,Grade 12,No,Gauteng,No,,
37.0,Woman,African/Black,Grade 10,No,Limpopo,No,,
36.0,Man,African/Black,Grade 10,No,Mpumalanga,No,,
76.0,Woman,African/Black,Grade 7,,North West,No,,
,Woman,African/Black,,,North West,No,,
46.0,Man,African/Black,Grade 3,,Gauteng,Yes,Eastern Cape,Eastern Cape
37.0,Woman,African/Black,Grade 10,No,North West,No,,
33.0,Man,African/Black,Grade 11,No,Northern Cape,No,,
70.0,Woman,African/Black,Grade 7,,Northern Cape,No,,
102.0,Man,White,Grade 5,,North West,No,,
78.0,Man,African/Black,Grade 6,,Northern Cape,No,,
36.0,Man,African/Black,Grade 11,No,Northern Cape,No,,
43.0,Woman,African/Black,Grade 10,No,Northern Cape,No,,
32.0,Man,African/Black,Grade 10,No,Northern Cape,No,,
50.0,Woman,African/Black,Grade 2,,Northern Cape,No,,
29.0,Woman,African/Black,Grade 11,No,Northern Cape,No,,
42.0,Woman,African/Black,Grade 10,No,Gauteng,No,,
33.0,Man,African/Black,Grade 12,No,Northern Cape,No,,
46.0,Man,African/Black,Grade 12,Yes,Northern Cape,No,,
80.0,Woman,African/Black,Grade 4,,Northern Cape,Yes,Northern Cape,Northern Cape
40.0,Woman,African/Black,Grade 11,No,Gauteng,No,,
51.0,Woman,African/Black,Grade 12,No,Gauteng,Yes,Mpumalanga,Mpumalanga
33.0,Man,African/Black,Grade 11,No,Gauteng,No,,
42.0,Woman,African/Black,Grade 12,Yes,Northern Cape,No,,
42.0,Woman,African/Black,Grade 12,No,Northern Cape,No,,
32.0,Woman,Coloured,Grade 11,No,Northern Cape,No,,
69.0,Woman,African/Black,None,,Northern Cape,No,,
58.0,Woman,Coloured,Grade 8,,Northern Cape,No,,
72.0,Man,Coloured,Grade 5,,Western Cape,No,,
32.0,Woman,Coloured,Grade 10,Yes,Northern Cape,No,,
28.0,Man,Coloured,Grade 12,Yes,Northern Cape,No,,
63.0,Man,Coloured,Grade 7,,Northern Cape,No,,
36.0,Woman,Coloured,Grade 12,Yes,Northern Cape,No,,
58.0,Woman,Coloured,Grade 9,Yes,Northern Cape,No,,
45.0,Woman,African/Black,Grade 12,No,Northern Cape,No,,
44.0,Man,African/Black,Grade 12,No,Northern Cape,Yes,Northern Cape,Northern Cape
63.0,Woman,Coloured,Grade 8,,Northern Cape,No,,
29.0,Man,African/Black,Grade 9,No,Limpopo,No,,
,Woman,African/Black,Grade 0,,Limpopo,No,,
47.0,Woman,African/Black,Grade 8,,Limpopo,No,,
33.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
72.0,Woman,African/Black,Grade 7,,Limpopo,No,,
34.0,Man,African/Black,Grade 0,,Limpopo,No,,
37.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
,Woman,African/Black,Grade 2,,Limpopo,No,,
42.0,Woman,African/Black,Grade 10,No,Limpopo,No,,
53.0,Woman,African/Black,Grade 12,No,Limpopo,No,,
32.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
66.0,Woman,African/Black,Grade 0,,Limpopo,No,,
38.0,Woman,African/Black,Grade 9,No,Limpopo,No,,
72.0,Woman,African/Black,Grade 3,,Limpopo,No,,
30.0,Man,African/Black,Grade 7,,Limpopo,No,,
48.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
35.0,Man,African/Black,Grade 12,Yes,Limpopo,No,,
,Woman,African/Black,Grade 0,,Limpopo,No,,
62.0,Man,African/Black,Grade 6,,North West,No,,
,Woman,African/Black,Grade 0,,Limpopo,No,,
47.0,Woman,African/Black,Grade 12,No,Northern Cape,No,,
75.0,Woman,African/Black,Grade 8,,Northern Cape,No,,
35.0,Man,African/Black,Grade 12,No,Limpopo,No,,
67.0,Woman,African/Black,Grade 7,,Limpopo,No,,
29.0,Man,African/Black,Grade 10,No,Limpopo,No,,
30.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
45.0,Woman,African/Black,Grade 12,Yes,Limpopo,No,,
,Man,African/Black,Grade 9,No,Limpopo,No,,
33.0,Man,African/Black,Grade 12,No,Limpopo,No,,
35.0,Man,African/Black,Grade 10,Yes,North West,No,,
45.0,Man,African/Black,Grade 12,Yes,Northern Cape,Yes,North West,Northern Cape
72.0,Woman,African/Black,Grade 7,,North West,No,,
46.0,Man,African/Black,Grade 11,Yes,Limpopo,No,,
31.0,Man,African/Black,Grade 11,No,Gauteng,No,,
51.0,Woman,African/Black,Grade 12,Yes,Gauteng,No,,
60.0,Man,African/Black,Grade 7,,North West,No,,
61.0,Woman,African/Black,Grade 12,No,North West,No,,
28.0,Man,African/Black,Grade 12,Yes,North West,No,,
48.0,Woman,African/Black,Grade 12,Yes,Mpumalanga,No,,
71.0,Man,African/Black,Grade 5,,Limpopo,No,,
47.0,Man,African/Black,Grade 9,No,Limpopo,No,,
63.0,Man,African/Black,Grade 2,,Limpopo,No,,
37.0,Man,African/Black,Grade 9,No,Limpopo,No,,
49.0,Woman,African/Black,Grade 11,No,Limpopo,No,,
50.0,Man,African/Black,Grade 7,,Limpopo,No,,
32.0,Woman,African/Black,Grade 12,No,North West,No,,
88.0,Woman,White,Grade 12,No,North West,No,,
60.0,Man,African/Black,Grade 12,Yes,North West,No,,
48.0,Woman,African/Black,Grade 12,No,North West,No,,
49.0,Woman,African/Black,None,,North West,No,,
43.0,Woman,African/Black,Grade 11,No,North West,No,,
35.0,Woman,African/Black,Grade 10,No,North West,No,,
34.0,Woman,African/Black,Grade 11,No,North West,No,,
28.0,Man,African/Black,Grade 12,Yes,North West,No,,
79.0,Woman,African/Black,,,North West,Yes,Gauteng,Gauteng
29.0,Man,African/Black,Grade 12,Yes,Free State,No,,
61.0,Man,African/Black,Grade 12,No,Mpumalanga,No,,
35.0,Woman,African/Black,Grade 12,Yes,North West,No,,
